City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
210,Matelândia,BR,1601155256,98.6,44,23,10.29,-25.24,-54.0
211,Ternate,ID,1601155257,80.01,100,78,3.02,0.8,127.4
212,Cherskiy,RU,1601155257,35.06,2,87,13.38,68.75,161.3
213,Puerto del Rosario,ES,1601155257,73.4,20,83,18.34,28.5,-13.86
214,Lambaréné,GA,1601155257,75.04,96,83,6.69,-0.7,10.24
215,Broome,US,1601155147,70.0,90,82,9.17,42.25,-75.83
216,Saint George,US,1601154832,93.99,1,9,3.36,37.1,-113.58
217,Ponta do Sol,PT,1601155258,71.6,40,68,11.41,32.67,-17.1
218,Almaznyy,RU,1601155258,68.0,20,37,26.84,48.04,40.05
219,Fort Abbas,PK,1601155259,88.5,0,25,7.36,29.19,72.85
220,West Lorne,CA,1601155259,73.99,68,51,1.99,42.6,-81.6
221,Moussoro,TD,1601155103,93.24,52,22,2.59,13.64,16.49
222,Severo-Kuril'sk,RU,1601155259,48.81,88,80,8.59,50.68,156.12
223,Port-Cartier,CA,1601155259,48.2,75,61,8.05,50.03,-66.87
224,Nokaneng,BW,1601155260,73.49,0,20,6.49,-19.67,22.27
225,Wamba,NG,1601155260,69.78,62,96,1.97,8.93,8.6
226,Shakiso,ET,1601155260,61.03,97,91,2.26,5.75,38.92
227,Tilichiki,RU,1601155260,32.11,0,87,4.65,60.47,166.1
228,Nālūt,LY,1601155261,75.13,0,36,9.71,30.33,10.85
229,Comodoro Rivadavia,AR,1601155261,62.6,0,36,12.75,-45.87,-67.5
230,Manga,BF,1601155261,78.01,29,74,4.83,11.66,-1.07
231,Ambon City,ID,1601155262,77.0,40,94,6.93,-3.7,128.18
232,Kavaratti,IN,1601155108,81.46,100,81,10.83,10.57,72.64
233,Dubbo,AU,1601155262,37.4,0,77,2.98,-32.25,148.62
234,Tornio,FI,1601155263,44.6,75,100,11.41,65.85,24.15
235,Kulhudhuffushi,MV,1601155263,81.21,100,81,12.17,6.62,73.07
236,Anadyr,RU,1601155263,30.2,0,86,7.36,64.75,177.48
237,Sovetskiy,RU,1601155117,49.28,70,95,4.9,61.36,63.58
238,Sept-Îles,CA,1601155144,48.2,75,61,8.05,50.2,-66.38
239,Laas,IT,1601155264,37.4,40,70,3.36,46.62,10.7
240,Kupang,ID,1601155264,77.0,20,69,5.82,-10.17,123.58
241,Mayskiy,RU,1601155264,68.0,20,37,26.84,47.69,40.1
242,Sabaudia,IT,1601155265,57.0,57,93,1.99,41.3,13.03
243,Husavik,IS,1601155076,53.6,20,66,19.46,66.04,-17.34
244,Buraidah,SA,1601155178,84.2,0,25,3.36,26.33,43.98
245,Avarua,CK,1601155265,75.2,41,83,5.82,-21.21,-159.78
246,Montrose,US,1601155266,82.4,1,15,9.17,38.42,-108.27
247,San Mateo del Mar,MX,1601155266,82.31,100,71,4.29,16.2,-95.0
248,Birao,CF,1601155266,72.27,44,89,3.02,10.28,22.79
249,Progreso,MX,1601154972,78.8,90,83,16.11,21.28,-89.67
250,Prince Rupert,CA,1601155208,53.6,75,81,5.82,54.32,-130.32
251,Miquelon,PM,1601155267,55.4,100,87,9.17,47.1,-56.38
252,Launceston,AU,1601155267,35.6,40,74,6.93,-41.45,147.17
253,Iquique,CL,1601155267,62.6,20,72,18.34,-20.22,-70.14
254,Lyubashivka,UA,1601155268,67.06,92,76,16.2,47.84,30.26
255,Abnūb,EG,1601155268,82.4,0,42,9.17,27.27,31.15
256,Kavieng,PG,1601155269,83.16,81,80,13.38,-2.57,150.8
257,Trairi,BR,1601155054,78.26,0,75,12.8,-3.28,-39.27
258,Jizan,SA,1601155027,86.0,0,84,5.82,17.33,42.67
259,Santa Cruz de la Sierra,BO,1601155269,91.4,20,52,25.28,-17.8,-63.17
260,Amga,RU,1601155270,52.39,100,64,9.13,60.9,131.96
261,Talnakh,RU,1601155270,46.4,90,93,22.37,69.49,88.4
