City ID,City,Country,Date,Max Temp,Clouds,Humidity,Wind Speed,Lat,Lng
275,Natal'insk,RU,1601160153,44.8,14,88,2.35,56.47,57.87
276,Moscow,RU,1601159985,61.0,91,67,4.47,55.75,37.62
277,Aksu,CN,1601159948,61.05,90,32,8.68,41.12,80.26
278,Chui,UY,1601160154,60.4,99,94,10.07,-33.7,-53.46
279,Bubaque,GW,1601160154,81.3,55,80,13.18,11.28,-15.83
280,Mweka,CD,1601160155,69.58,37,85,1.99,-4.85,21.57
281,Byron Bay,AU,1601160155,61.0,0,36,11.41,-28.65,153.62
282,Gomel,BY,1601160155,66.2,0,59,11.18,52.43,30.98
283,Akdepe,TM,1601160063,48.2,26,49,9.17,42.06,59.38
284,Örnsköldsvik,SE,1601160066,44.6,100,100,10.29,63.29,18.72
285,Isangel,VU,1601160156,79.39,10,74,9.44,-19.55,169.27
286,Manchester,GB,1601159978,51.01,90,61,11.41,53.48,-2.24
287,Pisco,PE,1601160156,66.2,3,72,18.34,-13.7,-76.22
288,Lagan,RU,1601160156,65.64,99,57,22.17,45.39,47.37
289,College,US,1601160157,50.0,40,66,5.82,64.86,-147.8
290,Mossamedes,AO,1601160157,61.66,75,89,7.9,-15.2,12.15
291,Pahrump,US,1601159575,97.0,17,10,1.01,36.21,-115.98
292,Medicine Hat,CA,1601159404,63.0,40,34,14.99,50.05,-110.67
293,Bilma,NE,1601160157,86.81,0,13,0.94,18.69,12.92
294,Lima,PE,1601160095,63.0,40,77,12.75,-12.04,-77.03
295,Sauda,NO,1601160158,60.01,59,79,9.53,59.65,6.35
296,Tiksi,RU,1601160158,41.16,100,79,6.64,71.69,128.87
297,Paamiut,GL,1601160158,39.34,0,75,11.83,61.99,-49.67
298,Houston,US,1601159700,90.0,40,43,4.7,29.76,-95.36
299,Bloemfontein,ZA,1601160159,41.0,0,38,3.36,-29.12,26.21
300,Mgandu,TZ,1601160159,63.01,72,68,6.82,-5.95,34.13
